cafe_id,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,설명,메뉴,키워드,위도,경도,beverage,dessert,various_menu,special_menu,large_store,background,parking,talking,concentration,trendy_store,low_price,high_price,gift_packaging,common_keywords
72,대명10동 이루팜 대명점,이루팜 대명점,0.0,6,6,대구 남구 대명역1길 34 1층,10:00 - 21:00,0507-1359-0265,"커피,생과일주스,과일도시락,과일선물
전문 과일카페로 배민을 통하여 개인고객은 물론 학교,기관,지자체등 회의나 행사에 단체주문이 많은 품목으로 깨끗이 손질하여 바로 먹을수 있는 과일.",업데이트 예정,{},35.8385142,128.5664926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,대명4동 그라운드페퍼(Ground_Pepper),그라운드페퍼,4.85,19,0,대구 남구 두류공원로 87-2 2층,07:30 - 21:00,070-8220-6595,"안녕하세요 그라운드페퍼입니다 :)
대명동 가톨릭병원 정류장 바로뒤 2층에 위치하고 있습니다!
(엘레베이터 있어용!)
맛있는 구움과자와 커피 및 음료가 있습니다!
라떼맛집 보장입니다.",업데이트 예정,{},35.8444142,128.5690135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,대명10동 라이크멍,라이크멍,0.0,22,5,대구 남구 두류공원로 90 2층(대명동),,0507-1401-0295,"대구 남구 대명동 실내애견카페입니다!

-70평 규모의 넓은 실내에 모리코트바닥 시공으로 아이들의 쓸개골도 걱정없어요!

-카페뿐만 아니라 사장님이 24시간 상주하며 직접 돌보는 호텔,놀이방도 운영중이며 미용도 준비중입니다!

-견종제한&무게제한 없이 입장 가능하지만 3차 접종이 끝나지 않았거나 입질&공격성이 있는 친구, 보호자님이 컨트롤하지 못하는 아이는 입장제한될 수 있어요!

-반려견을 동반한 가정만 입장가능한 케어키즈존입니다!
(외관상 14세 미만으로 보일 시 학생증 요구할 수 있음)
케어키즈존으로 동의서에 서명 후 어린친구들도 입장 가능합니다!
단, 키즈카페가 아닌 반려견이 우선인 공간이기에 반려견에게 위협이 되거나 불편함을 느낄 수 있는 행동에 대해선 직원이 재재를 할 수 있으니 이 점 불편하신 보호자님들은 참고부탁드려요!

-상주견이 8마리 있어요 아이들의 컨디션에 따라 있을때도 없을때도 있으니 참고해주세요!",업데이트 예정,{},35.8449494,128.569447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,대명3동 플로우바이손수,플로우바이손수,0.0,6,1,대구 남구 명덕로 110-2 1층,10:00 - 19:00,010-5953-1102,NO INFO,업데이트 예정,{},35.8564634,128.5820753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,이천동 나우커피 대구이천점,나우커피 대구이천점,0.0,1,1,대구 남구 명덕로 228-18,00:00 - 24:00,,NO INFO,업데이트 예정,{},35.8558309,128.5954122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,대봉2동 카페1015,Cafe1015,0.0,3,3,대구 남구 명덕로 264 1층,10:00 - 19:00,0507-1360-7193,"일반 샌드위치의 업그레이드판!!!
기존의 식빵 샌드위치가 아닌 크라와상샌드위치 맛집~",업데이트 예정,{},35.8552802,128.598688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,이천동 가비뜰,가비뜰,4.29,16,0,대구 남구 명덕로 312,,,NO INFO,업데이트 예정,{},35.8549708,128.6040904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,대명3동 캐럿커피,캐럿커피,4.75,18,0,대구 남구 명덕로16길 123 1층 캐럿커피,,0507-1331-6286,NO INFO,업데이트 예정,{},35.8528036,128.5770633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,대명3동 몬순,몬순펍,4.23,84,39,대구 남구 명덕로26길 8,,0507-1423-8266,"조용하게 즐기는 동네 작은 펍입니다.
적당한 소음의 대화, 좋은음악
다양한 수제 병맥주, 칵테일이 있습니다.
(소주와 생맥주는 없습니다)
(마감시간은 유동적일 수 있습니다)
(6인 이상 단체는 받지 않습니다)

시끄러운 수다가 목적인 분들은 불편할 수 있습니다
* 4인이상은 예약 또는 전화주시고 방문해주세요 *",업데이트 예정,{},35.85603130000001,128.5841738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,대명5동 별아리카페,별아리카페,0.0,5,4,대구 남구 명덕시장길 78-2 1층,00:00 - 24:00,010-2253-8665,"24시간 무인카페,전 좌석 콘센트,공부하기 좋은 곳 깔끔한 인테리어",업데이트 예정,{},35.8452088,128.5872293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,봉덕1동 별을품은아이,별을품은아이 STUDIO & CAFE,0.0,3,21,대구 남구 봉덕로19길 20,11:00 - 03:00,0507-1317-2058,"별을 구성하는 성분이 
우리를 구성하는 성분과 비슷하다고 얼핏 들었습니다
어쩌면 모든 생명은 빛나는 하나의 별 일지도 모르겠습니다

별을품은아이 

사진철학영화카페

맛있는 커피 시원한 맥주
 
문득, 걸음을 멈추고 사진을 찍는다. 낯선 길 위에서 느끼는 기묘한 생생함, 마음에 와 자연스레 담긴다. 
기억할 수 없는 수많은 길 위에서, 지극히 낯선 풍경 안에 지극히 낯익은 우리의 모습을 보았다. 
그때, 마주보는 얼굴은 서로를 이해했다. 하여 우리는 그곳에 서 있었다. 고요한 긴장을 붙들고 사소하나 잊을 수 없는 길 하나 가슴에 품을 때마다 홀연 깨어나는 자신의 묵묵한 모습 앞에, 그렇게 우리는
글 박태희

언젠가 세상은 영화가 될 것이다",업데이트 예정,{},35.8456263,128.6003148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,봉덕3동 그레이스,그레이스,0.0,7,1,대구 남구 삼정2길 62 1층,10:00 - 23:00,010-7557-9996,차와 디저트& 간단한 식사까지 가능한 그레이스를 찾아주세용~~,업데이트 예정,{},35.8373619,128.5951707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,대명4동 미앤유,미앤유,4.44,33,0,대구 남구 성당로 122 1층 미앤유 카페,11:00 - 22:00,0507-1489-0147,NO INFO,업데이트 예정,{},35.8463425,128.566249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,대명4동 진커피도넛,진커피&도넛,0.0,10,3,대구 남구 성당시장길 122-4 1층진커피앤도넛,08:00 - 20:00,010-7651-0730,"진커피앤도넛은당일만드는도넛만판매하는것을원칙으로합니다.
좋은재료로맛있는커피맛있는도넛을만들도록노력하겠습니다.
변하지않고돈을따라가기보다사람과사람의마음을나누고인연을만들어나가는가게로만들겠습니다.",업데이트 예정,{},35.8500826,128.5739241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,대명4동 스윗베이크,스윗베이크,0.0,10,16,대구 남구 성당시장길 128 상가 1층,10:00 - 19:00,010-4963-6034,"프랑스 발효 버터를 사용합니다.
발로나 코코아파우더, 깔리바우트 초콜렛을 첨가하여 깊고 진한 맛이 일품입니다.
쿠키에 들어가는 견과류는 매장에서 직접 로스팅하여 사용합니다.
매일 매장에서 직접 굽는 디저트맛집입니다.

* 매장에서 바스크치즈케이크(원형) 구매시 아메리카노 한잔 함께 드립니다.
 (쿠폰, 할인 행사와 중복처리되지 않습니다.)",업데이트 예정,{},35.8503358,128.5741487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,대명1동 까또베이커리카페,까또베이커리카페,0.0,115,18,대구 남구 안골길 8 까또베이커리,08:00 - 23:00,0507-1344-4050,까또베이커리는 천연발효종을 이용해 직접 만드는 수제베이커리 입니다!! 내 가족이 먹는 빵 우리 고객분들께도 건강하고 맛있게 드시도록 항상 연구하고 공부하며 좋은 재료와 거짓없는 빵만을 만들겠습니다. 건강한 빵 문화를 알릴수 있게 파이팅 하는 까또베이커리 입니다.,업데이트 예정,{},35.8384185,128.5767411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,대명6동 개들래미,주말카페 개들래미,0.0,28,45,대구 남구 안지랑로 5-9 네비검색 안지랑로5-1,,0507-1468-8507,개들래미 들어오는 골목 주차가능합니다. 네비검색 시 안지랑로 5-1을 검색해주세요. 2층 실내공간과 인조잔디가 깔린 3층 루프탑을 이용하시면 됩니다. 주말에만 카페를 운영합니다.,업데이트 예정,{},35.832045,128.5708779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,대명6동 카페아이니,아이니 퍼피캐슬 펫카페,4.27,80,113,대구 남구 앞산순환로89길 8,,053-759-2949,"사랑스런 반려동물들과 소중한 추억을 쌓는 공간!
반려견 셀프스파,드라이룸,반려견유치원,애견호텔부터 셀프 스튜디오까지!!",업데이트 예정,{},35.8316846,128.57387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,봉덕2동 예그리나,예그리나,4.48,55,0,대구 남구 용두길 33,07:30 - 19:30,,NO INFO,업데이트 예정,{},35.8335555,128.6045473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,대명9동 단정,단정,4.7,15,0,대구 남구 자유6길 11-12 1층단정,,0507-1324-3902,"제철의 신선한 재료,
깐깐히 인증을 거친 재료,
재료가 가지는 고유의 맛 그대로
무합성감미료, 무방부제를
원칙으로 만들어 나갑니다.
-
단정의 단맛은 
비정제유기농원당을 
기초로 합니디.",업데이트 예정,{},35.8363231,128.5846921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,대명1동 잇츠댕,잇츠댕,0.0,22,6,대구 남구 장전3길 51 프로방스 1층 101호,12:00 - 22:00,0507-1407-4442,"작은 잔디마당과 실내 강아지들이 놀수잇는 소형 애견카페입니다.
반려견과 견주분들이 편히 쉬어갈수잇는 공간이엿으면 합니다.",업데이트 예정,{},35.8416568,128.5755408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,대명5동 에그카페24 남구점,에그카페24 남구점,0.0,10,4,대구 남구 중앙대로 156 1층 에그카페24 남구점,00:00 - 24:00,053-472-9738,"24시간 무인카페로 운영됩니다.
카페 앞 잠시 주정차가 가능하오니, TAKE OUT 하기 편합니다.

인테리어 및 조명등을 예쁘게 꾸며 놓았습니다.
스페셜 블랜드 원두를 사용하여 맛있는 커피 및 음료를 제공합니다.

※ 대량 주문 시 별도로 연락 부탁드립니다.

합리적인 가격으로 음료를 제공하니, 많은 이용 부탁드립니다.",업데이트 예정,{},35.8471607,128.5907827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,대명5동 시선9,시선9,0.0,10,1,대구 남구 중앙대로 157,,010-2949-5868,정통 LP 음악을 추구합니다 부담없이 가볍게 즐길 수 있는 동네 술집입니다 ^^,업데이트 예정,{},35.8474758,128.5902239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,대명10동 다온커피 카페,다온팩토리,4.44,33,0,대구 남구 중앙대로40길 20 다온팩토리,,0507-1421-0811,"카페 현장에서 많은 단골손님들의 피드백을 받으며 완성한 프리미엄 밀크티와 시그니처 더치커피, 라떼를 시작으로, 다온팩토리는 누구나 행복하게 즐길 수 있는 식음 디저트를 연구하고 있습니다. 크라우드 펀딩 프로젝트마다 수백명의 후원자들이 모이고 있어요 :)
현장 픽업 / 배송 주문 / 스마트스토어 주문 가능하며 유명 카페들에 사업자 납품도 진행하고 있습니다. 언제든 편하게 문의주세요.",업데이트 예정,{},35.8499361,128.5918458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,대명2동 데이즈,데이즈,0.0,9,1,대구 남구 중앙대로45길 40 1층,11:00 - 19:00,0507-1434-8937,대구 이벤트 카페 / 컵홀더 카페,업데이트 예정,{},35.8542458,128.5895415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,대명2동 놈코어카페,놈코어카페,4.78,30,0,대구 남구 중앙대로47길 24 1층,,0507-1334-4557,"매일굽는 구움과자 / 캐릭터디자인&레터링케이크, 스페셜티만을 사용하는 커피와 직접 만드는 요거트, 수제청에이드",업데이트 예정,{},35.8542552,128.5890264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,대명2동 빌리브라운 본점,빌리브라운 대구명덕본점,4.78,18,0,대구 남구 중앙대로47길 51,,053-657-3701,"안녕하세요 ? 빌리브라운 명덕 본점 입니다 !
빌리브라운 시그니처 블랙 최고급 원두로 추출한 커피를 최고의 서비스로 고객님들께 제공하여 드리는 빌리브라운 입니다.
빌리브라운을 사랑해주시는 모든 분들께 감사드립니다.

커피 한잔의 즐거움, 빌리브라운",업데이트 예정,{},35.8540958,128.5876106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,대명9동 하고 그림책카페,hago,4.82,60,39,대구 남구 큰골5길 10,11:00 - 17:30,010-2600-4330,"대구 앞산에 있는 그림책 카페 hago 입니다. - 국 내, 국외의 좋은 그림책을 소개, 판매 - hago에 서 직접 수입하는 허브차, 홍차, 커피 - 그...",업데이트 예정,{},35.8368866,128.582104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,대명1동 지즈,지즈,0.0,5,16,대구 남구 큰골길 38 1층,"12:00 - 22:00
21:30 라스트오더",0507-1484-0727,NO INFO,업데이트 예정,{},35.8372274,128.5781716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,대명3동 카페사계,카페 사계,0.0,10,5,대구 남구 현충로 197 1층,,053-213-4828,새롭게 문을 연 카페사계입니다:),업데이트 예정,{},35.8506189,128.5810666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,대명3동 오프더스트릿,오프더스트릿,4.28,44,66,대구 남구 현충로 265 1층 오프더스트릿,09:00 - 18:00,0507-1481-9212,NO INFO,업데이트 예정,{},35.8559008,128.5827126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,대명9동 페코,페코,0.0,102,119,대구 남구 현충로15길 21-59 1층,,0507-1319-7626,"매주 월요일은 정기 휴무이며, 화요일은 격주로 쉬어갑니다.

차와 팥, 앙금을 기반으로한 와가시(和菓子, 화과자)가 있는 공간입니다.
와가시는 제철 재료를 담아낸 메뉴로 계절과 절기에 따라 다양하게 변동됩니다.

- 테이블이 3개인 작은 공간입니다.
- Adult Only로 운영됩니다.
- 예약은 받지 않습니다.
- 차를 제외한 커피 메뉴는 없습니다.
- 주차는 대명9동 행정복지센터 뒷편 공영주차장 이용 부탁드립니다.",업데이트 예정,{},35.8376282,128.5794615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,대명3동 카페롤링,카페롤링,4.43,15,23,대구 남구 현충로39길 24 Cafe_Rolling,10:00 - 21:00,010-2626-9890,"골목안의 작은카페 
Qgrader 로스터가 직접 로스팅한 정성이 가득한 원두

핫&아이스 라떼가 맛있는 카페
더치커피가 맛있는 카페
롤링카노 맛 최고 !!!",업데이트 예정,{},35.8506317,128.5798401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,대명9동 홀리몰리,홀리몰리,0.0,27,24,대구 남구 현충로6길 9-10 2층,12:30 - 21:00,0507-1468-2456,애견 동반 카페이며 애견 유치원도 운영중 입니다. 주차공간은 따로 마련 되어있지 않습니다. 1층은 애견 미용도 한답니다. 많이 찾아주세요,업데이트 예정,{},35.835293,128.5803593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,대명9동 카페이륜당 대구남구점,카페이륜당 남구점,0.0,10,1,대구 남구 현충로7길 61 1층,"00:00 - 24:00
23:30 라스트오더",053-625-8885,이륜당 커피 및 음료 전문이며 맛있는 디저트부터 든든한 한끼의 스파게티까지 ~,업데이트 예정,{},35.8347961,128.576205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,봉덕2동 오 그레이,오그레이,0.0,6,1,대구 남구 효동1길 10,,0507-1357-8053,NO INFO,업데이트 예정,{},35.8393951,128.6003783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,봉덕2동 봉비상점,봉비상점,0.0,10,1,대구 남구 효동1길 12 1층,07:00 - 20:00,0507-1367-7490,NO INFO,업데이트 예정,{},35.8394223,128.6005235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,봉덕3동 라니카페,라니카페,0.0,2,1,대구 남구 효성1길 12-7 1층,,0507-1363-8227,커피&천연수제청,업데이트 예정,{},35.8357435,128.6008143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,봉덕2동 조이앤제이,조이앤제이,0.0,6,1,대구 남구 희망로 38 1층,,0507-1378-2523,건강한 달콤함을 선물합니다.,업데이트 예정,{},35.847492,128.6025609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,이천동 피크니끄,피크니끄,4.5,15,0,대구 남구 희망로5길 24 1층,11:00 - 18:00,053-782-2841,좋은 재료만 사용하는 피크니끄입니다. 조용하고 편안한 분위기의 카페를 원하신다면 여기로 오세요^-^,업데이트 예정,{},35.8489453,128.6006796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,감삼동 피넛그레잇,피넛그레잇,0.0,4,10,대구 달서구 감삼4길 47 1층,11:30 - 21:00,0507-1473-7976,"피넛그레잇의 모든 디저트는 내 가족이 먹는다는 생각으로 매일매일 당일 생산과 당일 판매 원칙을 지키고 있습니다.

맛있는 디저트는 좋은 재료 선정과 만드는 정성의 마음가짐으로 만들어진다 생각하고 디저트를 만드는 반죽부터 완성되는 과정까지 직접 만들고 있습니다.

단순히 판매에 포커싱에 맞추는 카페가 아닌 피넛그레잇을 통해서 정신없이 바쁘고 각박한 삶 속에서 잠시나마 힐링 할 수 있는 공간이 되었으면 하는 바람으로 이 공간을 운영하고 있습니다.",업데이트 예정,{},35.8513721,128.5437493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,감삼동 요거트아이스크림의정석,요거트아이스크림의정석 죽전장기점,0.0,1,1,대구 달서구 감삼남2길 27,,0503-8902-1196,NO INFO,업데이트 예정,{},35.8464386,128.5393363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,감삼동 커피유,커피유,4.65,19,0,대구 달서구 감삼남길 106,09:30 - 23:00,053-566-3379,NO INFO,업데이트 예정,{},35.8488288,128.5428411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,감삼동 리노크,리노크,4.81,112,31,대구 달서구 감삼남길 144,,0507-1480-6685,NO INFO,업데이트 예정,{},35.8494557,128.5446199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,감삼동 달그릇공방 대구점,달그릇공방 대구점,4.82,233,116,대구 달서구 감삼북길 130 달그릇공방 대구점,11:00 - 20:00,010-7411-7733,"예약은 하루 전날 문자로 해주세요 ^_^
당일 문자는 매장이 바쁘면 확인을 못할 수 있습니다
에그베네딕트 예약메뉴로 변경되었습니다 전날 미리 예약주시면 되세용",업데이트 예정,{},35.8512314,128.5416945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,신당동 코지똑독,코지똑독,0.0,31,28,대구 달서구 계대동문로 11-1 6층 코지똑독,12:00 - 20:00,0507-1451-0228,"애견 동반 도 가능하시고 없으셔도 오셔서
편히 놀다 가실수 있는 실내 애견카페 입니다.

미용, 호텔, 놀이방 문의는
010 8883 0078
전화 문의 부탁드립니다.",업데이트 예정,{},35.8556759,128.4935784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,신당동 커피랑도서관 성서계명대점,커피랑도서관 성서계명대점,4.54,45,0,대구 달서구 계대동문로 3 3층,00:00 - 24:00,070-4178-1140,NO INFO,업데이트 예정,{},35.8556863,128.4927745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,본동 좋은날다방,좋은날다방,0.0,5,1,대구 달서구 구마로10길 8,,,NO INFO,업데이트 예정,{},35.8366926,128.5320534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,본동 커피집,커피집,4.69,23,0,대구 달서구 구마로12길 43 1층,,0507-1476-1590,NO INFO,업데이트 예정,{},35.8351791,128.5340711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,성당동 쏭쏭계란빵 성당점,쏭쏭계란빵 성당점,0.0,9,4,대구 달서구 구마로39길 74 1층 쏭쏭계란빵 성당점,"12:00 - 24:00
23:30 라스트오더",053-657-2270,"카스테라 반죽을 사용해 부드럽고 겉바속촉으로 즉시 구워드려
더욱 맛있어요! 계란 1알이 통째로 들어가 영양가득 최고의 간식!",업데이트 예정,{},35.8382559,128.5488548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,송현2동 도도,도도,4.73,35,0,대구 달서구 구마로52안길 57,,0507-1310-9187,NO INFO,업데이트 예정,{},35.8341604,128.5508053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
